날짜,발표처,제목,웹주소
2016-07-15,경상남도?하동군,도로명주소 개별고시(201차),=HYPERLINK("http://www.korea.go.kr/locgovNews/846938?&amp;pageIndex=7")
2016-07-15,경상남도?합천군,아쿠아로빅 운동교실 참여 희망자 모집,=HYPERLINK("http://www.korea.go.kr/locgovNews/846842?&amp;pageIndex=12")
2016-07-15,경상남도?합천군,공익사업 준비를 위한 토지 출입 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846727?&amp;pageIndex=17")
2016-07-15,경상북도?경산시,2016년도 계량기 정기검사 보조원 채용 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846777?&amp;pageIndex=15")
2016-07-15,경상북도?김천시,2016년 하반기 마을회관 보수사업 지방보조금 공모 계획,=HYPERLINK("http://www.korea.go.kr/locgovNews/846778?&amp;pageIndex=15")
2016-07-15,경상북도?문경시,「 제11회 문경사과축제 」개·폐막식 및 체험존 운영 대행용역 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/847017?&amp;pageIndex=4")
2016-07-15,경상북도?문경시,2016년 경북농업명장 추천 대상자 모집 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/847016?&amp;pageIndex=4")
2016-07-15,경상북도?문경시,문화가 있는 날 ' 한 여름 밤의 재즈 콘서트',=HYPERLINK("http://www.korea.go.kr/locgovNews/846891?&amp;pageIndex=10")
2016-07-15,경상북도?영양군,향군회관 리모델링공사 전자 입찰 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/847007?&amp;pageIndex=5")
2016-07-15,경상북도?예천군,예천 삼강 관광지 지정 · 조성계획 및 지형도면 승인 고시,=HYPERLINK("http://www.korea.go.kr/locgovNews/846880?&amp;pageIndex=11")
2016-07-15,경상북도?의성군,「농어업인 연금보험료 지원체계 개선방안」 온라인 정책토론 개최 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/847021?&amp;pageIndex=3")
2016-07-15,경상북도?칠곡군,2017년 산림소득 공모사업 공모,=HYPERLINK("http://www.korea.go.kr/locgovNews/847024?&amp;pageIndex=3")
2016-07-15,경상북도?칠곡군,자동차관리사업 등록취소 청문실시통지 공시송달 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/847023?&amp;pageIndex=3")
2016-07-15,경상북도?칠곡군,2016년 경북여성장애인복지관 「출산용품제공사업」 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/847022?&amp;pageIndex=3")
2016-07-15,경상북도?칠곡군,기산면 주간행사(2016. 7. 18 ~ 2016. 7. 24.),=HYPERLINK("http://www.korea.go.kr/locgovNews/847020?&amp;pageIndex=4")
2016-07-15,경상북도?칠곡군,2016년 8월 호이유아숲체험원 체험형 참여기관 모집,=HYPERLINK("http://www.korea.go.kr/locgovNews/847019?&amp;pageIndex=4")
2016-07-15,광주광역시,광주 도시관리계획(호남시장 해제지역 지구단위계획) 결정(변경) 및 지형도면고시,=HYPERLINK("http://www.korea.go.kr/locgovNews/846649?&amp;pageIndex=18")
2016-07-15,광주광역시,양1동 주거환경개선사업 기본계획 변경 정비구역 변경 지정 및 지형도면 고시,=HYPERLINK("http://www.korea.go.kr/locgovNews/846648?&amp;pageIndex=18")
2016-07-15,광주광역시,도시관리계획(월산근린공원 조성계획)변경 결정 및 지형도면 고시,=HYPERLINK("http://www.korea.go.kr/locgovNews/846647?&amp;pageIndex=18")
2016-07-15,광주광역시,광주 도시관리계획(상무1지구 등 11개 지구 지구단위계획) 결정(변경) 및 지형도면고시,=HYPERLINK("http://www.korea.go.kr/locgovNews/846646?&amp;pageIndex=18")
2016-07-15,광주광역시,광주효천1 도시개발사업 개발계획(변경) 및 실시계획(변경) 인가 고시,=HYPERLINK("http://www.korea.go.kr/locgovNews/846645?&amp;pageIndex=19")
2016-07-15,광주광역시?북구,광주도시계획시설(도로)사업 시행자지정 및 실시계획인가를 위한 사전열람공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846836?&amp;pageIndex=13")
2016-07-15,광주광역시?북구,충효동 일원 개발행위허가 제한지역 지정 고시,=HYPERLINK("http://www.korea.go.kr/locgovNews/846833?&amp;pageIndex=13")
2016-07-15,광주광역시?북구,광주 도시관리계획(주차장 운암어린이공원 조성계획) 결정(변경) 및 지형도면 승인고시,=HYPERLINK("http://www.korea.go.kr/locgovNews/846831?&amp;pageIndex=13")
2016-07-15,광주광역시?북구,시설공사(비엔날레 명품산책길 조성공사) 전자입찰 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846829?&amp;pageIndex=13")
2016-07-15,대구광역시,시 홈페이지 디자인 공모전 수상작 발표일자 조정,=HYPERLINK("http://www.korea.go.kr/locgovNews/846945?&amp;pageIndex=7")
2016-07-15,대구광역시,인구의 날 기념 '가나다 캠페인 공유이벤트',=HYPERLINK("http://www.korea.go.kr/locgovNews/846944?&amp;pageIndex=7")
2016-07-15,대구광역시,대구광역시 무기계약근로자 채용 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846943?&amp;pageIndex=7")
2016-07-15,대구광역시?달서구,월성1동 쌍용예가 동편 도로건설 공사(소액수의) 견적제출 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/847004?&amp;pageIndex=5")
2016-07-15,대구광역시?동구,대구수목원「식물교양강좌」교육 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/846724?&amp;pageIndex=17")
2016-07-15,대전광역시,대전예술의전당 상반기 기획공연 결산,=HYPERLINK("http://www.korea.go.kr/locgovNews/846897?&amp;pageIndex=10")
2016-07-15,대전광역시,대전평생교육진흥원 창립 5주년 기념행사 개최,=HYPERLINK("http://www.korea.go.kr/locgovNews/846896?&amp;pageIndex=10")
2016-07-15,대전광역시,대전시청자미디어센터 두살 생일파티에 초대합니다!,=HYPERLINK("http://www.korea.go.kr/locgovNews/846895?&amp;pageIndex=10")
2016-07-15,대전광역시,재난 119·범죄 112·민원 110 신고전화 통합 운영,=HYPERLINK("http://www.korea.go.kr/locgovNews/846894?&amp;pageIndex=10")
2016-07-15,대전광역시,대전시 국비 확보 한발 빠른 행보,=HYPERLINK("http://www.korea.go.kr/locgovNews/846893?&amp;pageIndex=10")
2016-07-15,대전광역시?동구,대전충남지역 기설송전선로 철탑부지 보상 사업 편입토지 보상협의 요청 안내 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846830?&amp;pageIndex=13")
2016-07-15,부산광역시,부산시 7월 정기분 재산세 153만 건 2,924억 원 부과,=HYPERLINK("http://www.korea.go.kr/locgovNews/847046?&amp;pageIndex=2")
2016-07-15,부산광역시,2016년 제2차 (예비)사회적기업 사업개발비 지원사업 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846934?&amp;pageIndex=8")
2016-07-15,부산광역시,사상구 학장동 민간임대주택 공급촉진지구 지정에 따른 전략환경영향평가 항목 범위...,=HYPERLINK("http://www.korea.go.kr/locgovNews/846933?&amp;pageIndex=8")
2016-07-15,부산광역시,2016년 하반기 여성단체 민간경상사업보조금 지원계획 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846932?&amp;pageIndex=8")
2016-07-15,부산광역시?남구,2016년 수시분 이행강제금 고지서 반송분 공시송달 게재 의뢰,=HYPERLINK("http://www.korea.go.kr/locgovNews/846549?&amp;pageIndex=20")
2016-07-15,부산광역시?동래구,2015년 1/4분기 중 거주불명등록자에 대한 행정상관리주소이전 결과 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846554?&amp;pageIndex=19")
2016-07-15,부산광역시?동래구,2015년 2/4분기중 거주불명등록자 행정상관리주소 이전 공고-2차,=HYPERLINK("http://www.korea.go.kr/locgovNews/846553?&amp;pageIndex=19")
2016-07-15,부산광역시?동래구,자전거 보관대 이전 안내 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846552?&amp;pageIndex=19")
2016-07-15,부산광역시?사하구,당리작은도서관 2016년 여름방학 특강 프로그램 운영,=HYPERLINK("http://www.korea.go.kr/locgovNews/846555?&amp;pageIndex=19")
2016-07-15,부산광역시?서구,무단방치 자전거 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846550?&amp;pageIndex=19")
2016-07-15,부산광역시?해운대구,게임제공업소 행정처분 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846551?&amp;pageIndex=19")
2016-07-15,서울특별시,서울시-UNDP 시 청렴건설행정시스템 5개 개도국과 공유,=HYPERLINK("http://www.korea.go.kr/locgovNews/847057?&amp;pageIndex=1")
2016-07-15,서울특별시,서울시 옐로카펫 100개소 설치 동부화재와 후원 협약,=HYPERLINK("http://www.korea.go.kr/locgovNews/847056?&amp;pageIndex=1")
2016-07-15,서울특별시,서울시 7월 정기분 재산세 1조 3,525억원 납부고지,=HYPERLINK("http://www.korea.go.kr/locgovNews/847055?&amp;pageIndex=1")
2016-07-15,서울특별시,16일(토) 제14회 서울시 발달장애인 농구잔치 개최,=HYPERLINK("http://www.korea.go.kr/locgovNews/847054?&amp;pageIndex=1")
2016-07-15,서울특별시,(자료제공)창업을 희망하는 대학생이라면 경기방식 플리마켓,=HYPERLINK("http://www.korea.go.kr/locgovNews/847052?&amp;pageIndex=1")
2016-07-15,서울특별시,서울시 자원봉사센터 청소년 봉사활동 토론회 개최,=HYPERLINK("http://www.korea.go.kr/locgovNews/847030?&amp;pageIndex=3")
2016-07-15,서울특별시,서울시 청소년 체험정보 카카오톡 서비스 ‘서울아이’ 실시!,=HYPERLINK("http://www.korea.go.kr/locgovNews/846986?&amp;pageIndex=5")
2016-07-15,서울특별시,오직 여름에만 만날 수 있는 가장 시원한 영화관 한강!,=HYPERLINK("http://www.korea.go.kr/locgovNews/846985?&amp;pageIndex=5")
2016-07-15,서울특별시,창의야구 캠프에서 야구도 즐기고 직업체엄도 하세요,=HYPERLINK("http://www.korea.go.kr/locgovNews/846984?&amp;pageIndex=5")
2016-07-15,서울특별시?강동구,길동 주민자치위원회 신규 위촉위원 인적사항 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846644?&amp;pageIndex=19")
2016-07-15,서울특별시?강동구,방문판매업 및 전화권유판매업 직권말소 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846643?&amp;pageIndex=19")
2016-07-15,서울특별시?관악구,서울특별시 관악구 「통합사례관리사 기간제근로자」 채용 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846729?&amp;pageIndex=17")
2016-07-15,서울특별시?구로구,2016 구로마을공동체 골목축제사업 선정결과 공지,=HYPERLINK("http://www.korea.go.kr/locgovNews/846956?&amp;pageIndex=6")
2016-07-15,서울특별시?금천구,꿈찾기 여름방학 진로캠프,=HYPERLINK("http://www.korea.go.kr/locgovNews/846931?&amp;pageIndex=8")
2016-07-15,서울특별시?금천구,2016년도 2/4분기 통합지도점검 결과,=HYPERLINK("http://www.korea.go.kr/locgovNews/846930?&amp;pageIndex=8")
2016-07-15,서울특별시?노원구,노원구 서울에서 가장 많은 미니 태양광 발전소 설치,=HYPERLINK("http://www.korea.go.kr/locgovNews/846730?&amp;pageIndex=17")
2016-07-15,서울특별시?도봉구,주민등록 신고의무 위반자(무단전출)공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846735?&amp;pageIndex=16")
2016-07-15,서울특별시?도봉구,자치회관 프로그램 수강료 수입 및 지출내용 공고(2016. 상반기),=HYPERLINK("http://www.korea.go.kr/locgovNews/846734?&amp;pageIndex=16")
2016-07-15,서울특별시?도봉구,의료급여 부당이득금 체납자 독촉고지서 반송분 공시송달 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846733?&amp;pageIndex=17")
2016-07-15,서울특별시?도봉구,서울특별시 도봉구 기간제근로자(통합사례관리사) 채용 재공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846731?&amp;pageIndex=17")
2016-07-15,서울특별시?동대문구,서울특별시 동대문구 장애인 복지증진에 관한 조례,=HYPERLINK("http://www.korea.go.kr/locgovNews/846955?&amp;pageIndex=6")
2016-07-15,서울특별시?동대문구,동대문구 민간·가정·직장어린이집 2015년도 결산 및 2016년도 예산 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846954?&amp;pageIndex=6")
2016-07-15,서울특별시?성북구,소상공인시장진흥공단 이사장 초청특강,=HYPERLINK("http://www.korea.go.kr/locgovNews/846936?&amp;pageIndex=8")
2016-07-15,서울특별시?성북구,성북문화재단 기간제근로자(환경미화) 채용공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846935?&amp;pageIndex=8")
2016-07-15,서울특별시?송파구,2016년 송파구 문화재경비인력 공개채용 시행공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846642?&amp;pageIndex=19")
2016-07-15,서울특별시?영등포구,질병관리본부 전국에 '일본뇌염 경보' 발령,=HYPERLINK("http://www.korea.go.kr/locgovNews/846948?&amp;pageIndex=6")
2016-07-15,서울특별시?용산구,용산구 한시임기제공무원 채용시험 최종 합격자 발표 및 합격자 등록 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846835?&amp;pageIndex=13")
2016-07-15,서울특별시?용산구,서울특별시 용산구 효행 장려 및 지원에 관한 조례 일부개정조례안,=HYPERLINK("http://www.korea.go.kr/locgovNews/846834?&amp;pageIndex=13")
2016-07-15,서울특별시?용산구,2016년도 하반기 용산구중소기업육성기금 융자지원계획 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846832?&amp;pageIndex=13")
2016-07-15,세종특별자치시,세종소방서 불티교 투신자 신속구조,=HYPERLINK("http://www.korea.go.kr/locgovNews/847040?&amp;pageIndex=2")
2016-07-15,세종특별자치시,베트남 소방공무원 세종소방서 견학 방문,=HYPERLINK("http://www.korea.go.kr/locgovNews/847038?&amp;pageIndex=2")
2016-07-15,세종특별자치시,한솔동 제헌절 태극기 달기 캠페인,=HYPERLINK("http://www.korea.go.kr/locgovNews/847037?&amp;pageIndex=2")
2016-07-15,세종특별자치시,제4회 세종특별자치시 시민대상 후보자 접수 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/846941?&amp;pageIndex=7")
2016-07-15,세종특별자치시,2016년도 해외 선진 뿌리기술 연수 공고(참여 중소기업 모집),=HYPERLINK("http://www.korea.go.kr/locgovNews/846940?&amp;pageIndex=7")
2016-07-15,세종특별자치시,2016년도 제97회 전국체육대회 세종특별자치시 선수및임원 단복제작 입찰 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846939?&amp;pageIndex=7")
2016-07-15,세종특별자치시,장군면바르게살기협 태극기 전달,=HYPERLINK("http://www.korea.go.kr/locgovNews/846892?&amp;pageIndex=10")
2016-07-15,울산광역시,맞춤형 복지급여 복지사각지대 해소 앞장,=HYPERLINK("http://www.korea.go.kr/locgovNews/846853?&amp;pageIndex=11")
2016-07-15,울산광역시,“명사와 함께 시티투어를!”,=HYPERLINK("http://www.korea.go.kr/locgovNews/846852?&amp;pageIndex=12")
2016-07-15,울산광역시,울산광역치매센터 설치 ? 운영 수탁기관 공모,=HYPERLINK("http://www.korea.go.kr/locgovNews/846851?&amp;pageIndex=12")
2016-07-15,울산광역시,울산시 제2회 지방공무원 임용시험 379명 필기합격,=HYPERLINK("http://www.korea.go.kr/locgovNews/846793?&amp;pageIndex=14")
2016-07-15,울산광역시,울산시 7월 직장 교육 실시,=HYPERLINK("http://www.korea.go.kr/locgovNews/846792?&amp;pageIndex=14")
2016-07-15,울산광역시,2016년 제2차 인권위원회 개최,=HYPERLINK("http://www.korea.go.kr/locgovNews/846791?&amp;pageIndex=14")
2016-07-15,울산광역시,모하창작스튜디오 2016 상반기 성과 전(展) ‘섬’ 개최,=HYPERLINK("http://www.korea.go.kr/locgovNews/846790?&amp;pageIndex=14")
2016-07-15,울산광역시,‘2017 한국관광학회 울산국제학술대회’유치 확정,=HYPERLINK("http://www.korea.go.kr/locgovNews/846789?&amp;pageIndex=15")
2016-07-15,울산광역시?남구,2016년 상반기 주민자치센터 프로그램 수강료 수입 및 지출내역 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846725?&amp;pageIndex=17")
2016-07-15,인천광역시,서운일반산업단지 조성사업 순항,=HYPERLINK("http://www.korea.go.kr/locgovNews/846798?&amp;pageIndex=14")
2016-07-15,인천광역시,인천브랜드 개발을 위한 “인천 브랜드 콘서트” 개최,=HYPERLINK("http://www.korea.go.kr/locgovNews/846797?&amp;pageIndex=14")
2016-07-15,인천광역시,행복한 동행을 위한 다문화가족지원센터 워크숍,=HYPERLINK("http://www.korea.go.kr/locgovNews/846796?&amp;pageIndex=14")
2016-07-15,인천광역시,미추홀도서관 7월 건강강좌‘혈관나이 젊게,=HYPERLINK("http://www.korea.go.kr/locgovNews/846795?&amp;pageIndex=14")
2016-07-15,인천광역시,박태환 인천시민 여러분 금메달로 보답하겠습니다.,=HYPERLINK("http://www.korea.go.kr/locgovNews/846794?&amp;pageIndex=14")
2016-07-15,인천광역시,중고생 사회통합 토요프로그램 참여자 모집(자원봉사실적 인정),=HYPERLINK("http://www.korea.go.kr/locgovNews/846650?&amp;pageIndex=18")
2016-07-15,인천광역시?서구,신규 주민등록증 발급안내통지서 반송자 공고(1999년 7월생),=HYPERLINK("http://www.korea.go.kr/locgovNews/846841?&amp;pageIndex=12")
2016-07-15,인천광역시?서구,신규주민등록증 발급신청 통지서 반송자에 대한 공고(99년7월생),=HYPERLINK("http://www.korea.go.kr/locgovNews/846840?&amp;pageIndex=12")
2016-07-15,인천광역시?서구,2016년도 제2회 인천광역시 지방공무원 공개경쟁임용시험 서구구분 모집에 따른 면접...,=HYPERLINK("http://www.korea.go.kr/locgovNews/846839?&amp;pageIndex=12")
2016-07-15,전라남도,전남도 7월분 재산세 1천 254억 원 부과,=HYPERLINK("http://www.korea.go.kr/locgovNews/847053?&amp;pageIndex=1")
2016-07-15,전라남도?곡성군,「농촌고령자 공동이용시설 활성화 방안」온라인 정책토론 참여 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/846883?&amp;pageIndex=11")
2016-07-15,전라남도?곡성군,전국 '일본뇌염 경보' 발령에 따른 개인위생수칙 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/846882?&amp;pageIndex=11")
2016-07-15,전라남도?목포시,목포시 중독관리통합지원센터 기간제근로자 채용 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846884?&amp;pageIndex=11")
2016-07-15,전라남도?무안군,석면해체제거작업 의 석면비산정도 측정결과,=HYPERLINK("http://www.korea.go.kr/locgovNews/846779?&amp;pageIndex=15")
2016-07-15,전라북도?고창군,심원면 계명마을회관 건축공사(입찰대행),=HYPERLINK("http://www.korea.go.kr/locgovNews/846827?&amp;pageIndex=14")
2016-07-15,전라북도?무주군,[군청]수달수영장 운영프로그램 및 강습진도표,=HYPERLINK("http://www.korea.go.kr/locgovNews/846929?&amp;pageIndex=8")
2016-07-15,전라북도?무주군,[군청]제2회『무주군생활문화예술동호회 나눔 대축제』개최,=HYPERLINK("http://www.korea.go.kr/locgovNews/846927?&amp;pageIndex=8")
2016-07-15,전라북도?임실군,돼지 구제역 백신 구입(재공고),=HYPERLINK("http://www.korea.go.kr/locgovNews/846942?&amp;pageIndex=7")
2016-07-15,전라북도?장수군,장수군 ‘신원·사치지구’지적재조사사업 주민설명회 개최,=HYPERLINK("http://www.korea.go.kr/locgovNews/846951?&amp;pageIndex=6")
2016-07-15,전라북도?장수군,올 상반기 관내 56개 마을 2,506가구에 옥내 마을방송시설 구축,=HYPERLINK("http://www.korea.go.kr/locgovNews/846950?&amp;pageIndex=6")
2016-07-15,전라북도?진안군,제21회 동향면민의날 및 제8회 진안고원 동향 한여름 수박축제 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/846949?&amp;pageIndex=6")
2016-07-15,전라북도?진안군,진안군 청소년 자원봉사 박람회 운영안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/846947?&amp;pageIndex=6")
2016-07-15,전라북도?진안군,진안홍삼축제 자원봉사자 모집,=HYPERLINK("http://www.korea.go.kr/locgovNews/846946?&amp;pageIndex=7")
2016-07-15,전라북도?진안군,진안군 소송수행자 포상금 지급 조례 일부개정조례안 입법예고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846926?&amp;pageIndex=9")
2016-07-15,전라북도?진안군,담배사업법 폐업 및 지정 신청 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846922?&amp;pageIndex=9")
2016-07-15,제주특별자치도,일본 EEZ 입어 연승어선 위반조업 방지 특별 지도·교육,=HYPERLINK("http://www.korea.go.kr/locgovNews/846905?&amp;pageIndex=9")
2016-07-15,제주특별자치도,원희룡 도지사 싱가포르 전략미래센터(CSF)방문,=HYPERLINK("http://www.korea.go.kr/locgovNews/846904?&amp;pageIndex=9")
2016-07-15,제주특별자치도,2016 지자체합동평가 결과 제주도 최우수기관 선정,=HYPERLINK("http://www.korea.go.kr/locgovNews/846903?&amp;pageIndex=9")
2016-07-15,제주특별자치도,2016년 가족친화인증 제도 도내 15개 기업서 관심,=HYPERLINK("http://www.korea.go.kr/locgovNews/846902?&amp;pageIndex=10")
2016-07-15,충청남도?당진시,주민세(개인균등분) 인상관련 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/847015?&amp;pageIndex=4")
2016-07-15,충청남도?보령시,2016년 하반기 지역사회서비스투자사업 제공기관 현황 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/847014?&amp;pageIndex=4")
2016-07-15,충청남도?보령시,보령시 가로(보안)등 현황(2016.6.30.기준),=HYPERLINK("http://www.korea.go.kr/locgovNews/847012?&amp;pageIndex=4")
2016-07-15,충청남도?부여군,2016년 임산물 유통기반조성 지원사업(일반화물) 지원계획 공고(6차),=HYPERLINK("http://www.korea.go.kr/locgovNews/846888?&amp;pageIndex=11")
2016-07-15,충청남도?아산시,수용재결신청서 공고.열람 (온양전통시장 공공공지조성사업),=HYPERLINK("http://www.korea.go.kr/locgovNews/846886?&amp;pageIndex=11")
2016-07-15,충청남도?청양군,풍선아트 전문자원봉사 수강생 모집,=HYPERLINK("http://www.korea.go.kr/locgovNews/847013?&amp;pageIndex=4")
2016-07-15,충청남도?청양군,「국산 잡곡산업 중장기 발전 방안」관련 온라인 정책토록 참여 협조,=HYPERLINK("http://www.korea.go.kr/locgovNews/847011?&amp;pageIndex=4")
2016-07-15,충청남도?청양군,국민체육센터(수영장) 시내버스 운행안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/847009?&amp;pageIndex=5")
2016-07-15,충청남도?태안군,방사선사 채용 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846773?&amp;pageIndex=15")
2016-07-15,충청남도?태안군,안면읍 해수욕장 청소 기간제근로자 추가 채용 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846771?&amp;pageIndex=15")
2016-07-15,충청남도?태안군,청소년수련관 청사미화원 채용 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/846770?&amp;pageIndex=16")
2016-07-15,충청북도,충북도 청년들과 소통창구 가동,=HYPERLINK("http://www.korea.go.kr/locgovNews/847051?&amp;pageIndex=1")
2016-07-15,충청북도,충북도청소년 “진로직업프로그램 필요하다고 느껴”,=HYPERLINK("http://www.korea.go.kr/locgovNews/847050?&amp;pageIndex=1")
2016-07-15,충청북도,충청북도청소년활동신문 15호,‘오마주’발간,=HYPERLINK("http://www.korea.go.kr/locgovNews/847049?&amp;pageIndex=1")
2016-07-15,충청북도,무예마스터십 성공개최 “우리도 함께합니다”,=HYPERLINK("http://www.korea.go.kr/locgovNews/847048?&amp;pageIndex=1")
2016-07-15,충청북도,청풍호 수상태양광발전소 설치 협약 체결,=HYPERLINK("http://www.korea.go.kr/locgovNews/847047?&amp;pageIndex=2")
2016-07-15,충청북도,충북도 5년연속 정부합동평가 상위권 유지!,=HYPERLINK("http://www.korea.go.kr/locgovNews/847045?&amp;pageIndex=2")
2016-07-15,충청북도,충북도 ‘고교생 한 걸음 더 캠프’ 개최 성료,=HYPERLINK("http://www.korea.go.kr/locgovNews/847044?&amp;pageIndex=2")
2016-07-15,충청북도,충청북도 성별영향분석평가위원회 위원 위촉,=HYPERLINK("http://www.korea.go.kr/locgovNews/847043?&amp;pageIndex=2")
2016-07-15,충청북도,충청북도 여름철 에너지절약 실천에 앞장선다,=HYPERLINK("http://www.korea.go.kr/locgovNews/847042?&amp;pageIndex=2")
2016-07-15,충청북도,한국태양광발전학회 충북TP 태양광기술지원센터 내방,=HYPERLINK("http://www.korea.go.kr/locgovNews/847041?&amp;pageIndex=2")
2016-07-15,충청북도,이시종 지사 청주무예마스터십 홍보 국비확보 바쁘다. 바빠!,=HYPERLINK("http://www.korea.go.kr/locgovNews/847035?&amp;pageIndex=3")
2016-07-15,충청북도,충북도 장애인성폭력피해자 자립지원 공동생활시설 건립 추진,=HYPERLINK("http://www.korea.go.kr/locgovNews/847034?&amp;pageIndex=3")
2016-07-15,충청북도,충북TP 홍콩 코스모프로프 전시회 참가기업 모집,=HYPERLINK("http://www.korea.go.kr/locgovNews/847033?&amp;pageIndex=3")
2016-07-15,충청북도,충청북도 공직기강 강화를 위한 감찰 실시,=HYPERLINK("http://www.korea.go.kr/locgovNews/847032?&amp;pageIndex=3")
2016-07-15,충청북도,충청북도 제3회 도-시？군 안전정책협력협의회 개최,=HYPERLINK("http://www.korea.go.kr/locgovNews/847031?&amp;pageIndex=3")
2016-07-15,충청북도,주간안전사고(7.3~7.9) 예보자료입니다.,=HYPERLINK("http://www.korea.go.kr/locgovNews/846655?&amp;pageIndex=18")
2016-07-15,충청북도,주간안전사고(7.10~7.16) 예보자료입니다.,=HYPERLINK("http://www.korea.go.kr/locgovNews/846654?&amp;pageIndex=18")
2016-07-15,충청북도,2016년 7월 5급 공무원 인사발령,=HYPERLINK("http://www.korea.go.kr/locgovNews/846653?&amp;pageIndex=18")
2016-07-15,충청북도,미동산수목원 여름 특별 목재문화체험교실 참여 신청 알림,=HYPERLINK("http://www.korea.go.kr/locgovNews/846652?&amp;pageIndex=18")
2016-07-15,충청북도,2016년 7월 6급이하 인사발령,=HYPERLINK("http://www.korea.go.kr/locgovNews/846651?&amp;pageIndex=18")
2016-07-15,충청북도?괴산군,지방세독촉장 공시송달,=HYPERLINK("http://www.korea.go.kr/locgovNews/846728?&amp;pageIndex=17")
2016-07-15,충청북도?제천시,제천시 베트남 닌빈시에 2017제천국제한방바이오산업엑스포 홍보 광고판 무상 설치,=HYPERLINK("http://www.korea.go.kr/locgovNews/846845?&amp;pageIndex=12")
2016-07-15,충청북도?제천시,지역자활센터와 함께 하는 고고장(GOGO場) 주말장터,=HYPERLINK("http://www.korea.go.kr/locgovNews/846844?&amp;pageIndex=12")
2016-07-15,충청북도?제천시,제천시 '2016년 숲 가꾸기 사업' 본격 추진,=HYPERLINK("http://www.korea.go.kr/locgovNews/846843?&amp;pageIndex=12")
2016-07-15,충청북도?진천군,진천교성지구 도시개발사업 실시계획 (변경 3차)인가 및 지형도면 고시,=HYPERLINK("http://www.korea.go.kr/locgovNews/846924?&amp;pageIndex=9")
2016-07-18,교육부,제8차 사회관계장관회의 개최,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848121?&amp;pageIndex=1")
2016-07-18,교육부,2016년 1차 학교폭력 실태조사 결과,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848120?&amp;pageIndex=1")
2016-07-18,국토교통부,‘달동네·쪽방촌 도시재생’탄력받는다,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/829343?&amp;pageIndex=2")
2016-07-18,농림축산식품부,메가FTA시대의 농업통상 추진 방향 관련 온라인 정책포럼 실시,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848237?&amp;pageIndex=1")
2016-07-18,농림축산식품부,온라인 정책토론(스마트 팜 도입 활성화 방안) 실시 공고,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848236?&amp;pageIndex=1")
