날짜,발표처,제목,웹주소
2016-07-18,국토교통부,22개 개도국 항공공무원 서울서 항공안전 역량 키웠다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156330&amp;&amp;pp=10&amp;pg=3")
2016-07-18,국토교통부,공사중단 방치건축물 2차 선도사업 대상지 공모,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156371&amp;&amp;pp=10&amp;pg=4")
2016-07-18,국토교통부,경북 봉화~울진 국도36호선 2차로 신설도로 개통,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156372&amp;&amp;pp=10&amp;pg=4")
2016-07-18,국토교통부,강구조물을 빠르고 균일하게 도장하는 신공법 개발,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156370&amp;&amp;pp=10&amp;pg=5")
2016-07-18,국토교통부,국민 10명 중 8명은 행복주택 입주(권유)할 의향 있어!,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156331&amp;&amp;pp=10&amp;pg=5")
2016-07-18,국회예산정책처,국회예산정책처 제20대국회 개원기념 “인구ㆍ복지ㆍ재정 : 넥스트 챌린지” 세미나 개최,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156375&amp;&amp;pp=10&amp;pg=2")
2016-07-18,금융위원회,'16.6월말 기준 소규모 펀드 정리 현황,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156338&amp;&amp;pp=10&amp;pg=3")
2016-07-18,금융위원회,’16.2분기 「현장메신저」 주요 건의사항 및 개선방향,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156337&amp;&amp;pp=10&amp;pg=4")
2016-07-18,금융위원회,임종룡 금융위원장 2016년 제12차 「금요회」 개최,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156336&amp;&amp;pp=10&amp;pg=5")
2016-07-18,노사발전재단,장년나침반 생애설계프로그램으로 평생현역준비를!!,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156357&amp;&amp;pp=10&amp;pg=4")
2016-07-18,농림축산식품부,“장마철 대비 가축매몰지 정부합동 안전점검” 실시,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156374&amp;&amp;pp=10&amp;pg=3")
2016-07-18,미래창조과학부,미래부 「제33회 한국정보올림피아드 경시대회」 개최,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156342&amp;&amp;pp=10&amp;pg=3")
2016-07-18,미래창조과학부,창조경제혁신센터 고용존 청년이 체감하는 내실있는 일자리 연결에 중점,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156343&amp;&amp;pp=10&amp;pg=4")
2016-07-18,보건복지부,아파트 등 공동주택 금연구역 확대된다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156326&amp;&amp;pp=10&amp;pg=1")
2016-07-18,보건복지부,저출산ㆍ고령사회위원회와 시ㆍ도간 소통ㆍ협력 강화,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156329&amp;&amp;pp=10&amp;pg=2")
2016-07-18,보건복지부,한국에서 치료받은 몽골 환자 원격의료를 활용한 사후관리 추진,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156327&amp;&amp;pp=10&amp;pg=4")
2016-07-18,산업통상자원부,대한민국을 대표하는 우리의 기술을 찾습니다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156354&amp;&amp;pp=10&amp;pg=3")
2016-07-18,산업통상자원부,한국LNG벙커링산업협회 창립총회,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156352&amp;&amp;pp=10&amp;pg=3")
2016-07-18,산업통상자원부,전력데이터 공개를 통한 에너지 빅데이터 산업 활성화,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156353&amp;&amp;pp=10&amp;pg=3")
2016-07-18,산업통상자원부,우태희 산업부 2차관 여름철 전력수급 대책 및 전력설비 안정운영 대책 점검,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156355&amp;&amp;pp=10&amp;pg=4")
2016-07-18,조달청,우수조달물품 구매 부담 줄인다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156365&amp;&amp;pp=10&amp;pg=2")
2016-07-18,조달청,조달청 - 부산시 해양레저안전체험상품 개발 업무협약,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156364&amp;&amp;pp=10&amp;pg=2")
2016-07-18,중소기업청,정부지원금 부정 사용시 고발을 원칙으로 강력대응,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156367&amp;&amp;pp=10&amp;pg=1")
2016-07-18,중소기업청,온라인 초보기업부터 수출전문기업까지 최대 2억원 지원,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156366&amp;&amp;pp=10&amp;pg=1")
2016-07-18,질병관리본부,이대목동병원 직원 결핵 확진에 따른 역학조사 시행,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156328&amp;&amp;pp=10&amp;pg=4")
2016-07-18,특허청,건강과 안전을 모두 책임지는 똑똑한 화장실!,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156368&amp;&amp;pp=10&amp;pg=1")
2016-07-18,특허청,정부 미래성장동력 분야 표준특허 확보 본격 추진,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156369&amp;&amp;pp=10&amp;pg=3")
2016-07-18,한국산업인력공단,기술강국 대한민국 국제기능올림픽 노하우를 아랍에미리트(UAE)에 전수하다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156356&amp;&amp;pp=10&amp;pg=5")
2016-07-18,한국은행,2016년 2/4분기중 외환시장 동향,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156361&amp;&amp;pp=10&amp;pg=1")
2016-07-18,한국장애인고용공단,강화되는 공무원 면접 한국장애인고용공단과 함께 준비 하세요~,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156358&amp;&amp;pp=10&amp;pg=4")
2016-07-18,해양수산부,금년 상반기 연안여객선 이용객 772만 명에 달해,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156348&amp;&amp;pp=10&amp;pg=1")
2016-07-18,해양수산부,전국 해수욕장 수질·백사장 오염도 조사 결과 해수욕장 기준에 모두 '적합' :올여름 휴가도 해수욕장에서 마음껏 즐기자,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156346&amp;&amp;pp=10&amp;pg=2")
2016-07-18,해양수산부,안전한 바다 위한 한국형 e-내비게이션 본격 착수,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156347&amp;&amp;pp=10&amp;pg=2")
2016-07-18,해양수산부,한중 FTA 발효 6개월 대 중국 수산물 교역 증가세,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156345&amp;&amp;pp=10&amp;pg=3")
2016-07-18,행정자치부,한국의 개인정보보호제도 국제사회에 알린다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156339&amp;&amp;pp=10&amp;pg=1")
2016-07-18,행정자치부,전자정부지원사업 패러다임이 새롭게 바뀐다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156340&amp;&amp;pp=10&amp;pg=3")
2016-07-18,행정자치부,주민이 직접 참여한 ‘마을공동체 정원’ 포항에 생긴다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156341&amp;&amp;pp=10&amp;pg=5")
2016-07-18,환경부,농작물 수확기 앞두고 야생동물 피해 예방 강화,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156344&amp;&amp;pp=10&amp;pg=5")
2016-07-20,고용노동부,유연근무 재택ㆍ원격근무 확산은 부서장 실천부터!,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156461&amp;&amp;pp=10&amp;pg=2")
2016-07-20,관세청,관세청-미래창조과학부 전파법 관련 협업검사 가동,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156455&amp;&amp;pp=10&amp;pg=1")
2016-07-20,교육부,「초ㆍ중등교육법」 일부개정법률안 입법예고 : 방과후학교 운영 및 지원에 관한 법적 근거 마련,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156452&amp;&amp;pp=10&amp;pg=1")
2016-07-20,교육부,정부부처 연계 진로체험 프로그램 시범운영 실시,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156450&amp;&amp;pp=10&amp;pg=2")
2016-07-20,교육부,경제5단체 학생들의 진로설계 및 취업 준비에 함께 협력,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156451&amp;&amp;pp=10&amp;pg=3")
2016-07-20,교육부,6월 수능 모의평가 출제정보 유출 관련자 엄정 조치 및 제도 개선 등 추진,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156453&amp;&amp;pp=10&amp;pg=3")
2016-07-20,국립공원관리공단,국립공원 공중화장실 143곳에 여성 안심벨 설치,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156443&amp;&amp;pp=10&amp;pg=3")
2016-07-20,국립전파연구원,적합성평가 진단 및 제도개선을 위한 소통의 장 마련,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156437&amp;&amp;pp=10&amp;pg=2")
2016-07-20,국립해양조사원,올 여름 바닷가 정보를 한 곳에 모았다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156446&amp;&amp;pp=10&amp;pg=3")
2016-07-20,국립환경과학원,생활 속 악취 줄인다···과학적인 관리 방안 논의,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156442&amp;&amp;pp=10&amp;pg=3")
2016-07-20,국세청,납세자 눈높이에 맞춘 양도소득세 원스톱 통합서비스 등장,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156456&amp;&amp;pp=10&amp;pg=1")
2016-07-20,국토교통부,“3차원 공간정보 무상으로 받아보세요!”···민간에 본격 개방,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156431&amp;&amp;pp=10&amp;pg=1")
2016-07-20,국토교통부,’15년 칠레 순방 성과로 수자원분야 첫번째 사업 계약체결,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156429&amp;&amp;pp=10&amp;pg=2")
2016-07-20,국토교통부,국토부-IBK기업은행 ‘중소기업’ 지원에 힘 모은다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156430&amp;&amp;pp=10&amp;pg=4")
2016-07-20,금융위원회,정은보 금융위 부위원장 외국계 의견수렴을 위한외국계 금융회사 CEO 간담회 개최,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156432&amp;&amp;pp=10&amp;pg=1")
2016-07-20,농림축산식품부,올해는 “김천자두(지리적표시 농식품 59호)”부터 시작합니다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156440&amp;&amp;pp=10&amp;pg=1")
2016-07-20,농림축산식품부,이동필 장관 농협 안성농식품물류센터 방문하여 운영현황 점검 및 현장 관계자 격려,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156462&amp;&amp;pp=10&amp;pg=2")
2016-07-20,농림축산식품부,이동필 농림축산식품부장관 농협 창조농업지원센터 개원식 참석,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156463&amp;&amp;pp=10&amp;pg=2")
2016-07-20,미래창조과학부,미래부 출연(연) 연구장비 집적화 본격 추진,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156439&amp;&amp;pp=10&amp;pg=1")
2016-07-20,미래창조과학부,사물인터넷(IoT) 스타트업 민ㆍ관이 함께 키운다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156433&amp;&amp;pp=10&amp;pg=2")
2016-07-20,미래창조과학부,슈퍼박테리아 퇴치를 위한 항생제 개발,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156435&amp;&amp;pp=10&amp;pg=2")
2016-07-20,미래창조과학부,4차 산업혁명 견인할 여성 소프트파워 키운다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156434&amp;&amp;pp=10&amp;pg=3")
2016-07-20,조달청,조달청 금년 상반기 신기술제품ㆍ서비스 계약실적 4조 76억원으로 전년 동기 대비 7.3% 신장,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156458&amp;&amp;pp=10&amp;pg=3")
2016-07-20,조달청,조달청 정부3.0 일하는 방식ㆍ조달 관행 개선 추진,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156457&amp;&amp;pp=10&amp;pg=4")
2016-07-20,중앙전파관리소,이공계 대학생 대상 위성전파분야 인턴십 프로그램 운영,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156436&amp;&amp;pp=10&amp;pg=4")
2016-07-20,질병관리본부,중증열성혈소판감소증후군(SFTS) 조기 진단과 치료 위한 진료지침 배포,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156428&amp;&amp;pp=10&amp;pg=1")
2016-07-20,특허청,기업-특허청-관세청이 함께 우리 브랜드를 보호한다!,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156459&amp;&amp;pp=10&amp;pg=2")
2016-07-20,특허청,특허청 ‘2016 청소년 발명 페스티벌’ 개최,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156460&amp;&amp;pp=10&amp;pg=2")
2016-07-20,한국은행,공개시장운영 대상기관 선정,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156464&amp;&amp;pp=10&amp;pg=1")
2016-07-20,해양수산부,올해도 준법어업을 위한 노력은 계속된다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156448&amp;&amp;pp=10&amp;pg=3")
2016-07-20,해양수산부,서태평양 공해상 망간각 독점탐사광구 확보,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156449&amp;&amp;pp=10&amp;pg=3")
2016-07-20,해양수산부,우리나라 올해도 국적선박 안전관리수준 최우수등급 받아,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156447&amp;&amp;pp=10&amp;pg=3")
2016-07-20,해양수산부,해수부 추천 올 여름 바다여행지 10선,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156445&amp;&amp;pp=10&amp;pg=4")
2016-07-20,환경부,공기청정기ㆍ차량용 에어컨 OIT 항균필터 위해성 평가결과,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156444&amp;&amp;pp=10&amp;pg=1")
2016-07-21,고용노동부,고용부장관 7.22(금) 국가직무능력표준(NCS) 확정ㆍ고시,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156499&amp;&amp;pp=10&amp;pg=2")
2016-07-21,고용노동부,아빠 육아휴직 이제는 대세가 됐어요!,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156500&amp;&amp;pp=10&amp;pg=6")
2016-07-21,교육부,대학 강사제도 정책자문위원회 대학 강사제도 종합대책(시안) 발표 및 공청회 개최,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156495&amp;&amp;pp=10&amp;pg=3")
2016-07-21,교육부,학생의 미래 삶과 지역사회와의 교감 자유학기제,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156494&amp;&amp;pp=10&amp;pg=5")
2016-07-21,교육부,이준식 부총리 전국시도교육감협의회 회장단 간담회 결과,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156496&amp;&amp;pp=10&amp;pg=5")
2016-07-21,교육부,‘지방교육재정알리미’ 서비스 만족도 높아,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156497&amp;&amp;pp=10&amp;pg=5")
2016-07-21,교육부,학원 과대ㆍ거짓 인터넷 광고 집중 모니터링 실시,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156493&amp;&amp;pp=10&amp;pg=5")
2016-07-21,국립해양조사원,바다 조사도 로봇시대 ‘무인해양조사’ 본격 개막,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156489&amp;&amp;pp=10&amp;pg=4")
2016-07-21,국토교통부,드론 신산업 지원을 위한 3차원 드론길 구축 프로젝트 시작 !,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156470&amp;&amp;pp=10&amp;pg=2")
2016-07-21,국토교통부,‘16.8.12일부터 주택청약종합저축 2년이상 가입자 이자율 0.2%p(2.0%→1.8%) 인하,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156472&amp;&amp;pp=10&amp;pg=2")
2016-07-21,국토교통부,’16년 상반기 항공교통량 역대 ‘최대’,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156469&amp;&amp;pp=10&amp;pg=3")
2016-07-21,국토교통부,“문화를 가진 삶의 공간으로 만들려면?”···문체부ㆍ국토부 협업 세미나,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156471&amp;&amp;pp=10&amp;pg=5")
2016-07-21,금융위원회,임종룡 금융위원장 사잇돌 중금리 대출 운용상황 점검,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156475&amp;&amp;pp=10&amp;pg=2")
2016-07-21,금융위원회,개인종합자산관리계좌(ISA) 가입동향 및 분석,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156474&amp;&amp;pp=10&amp;pg=2")
2016-07-21,금융위원회,임종룡 금융위원장 제3차 한ㆍ영 금융협력포럼 및 핀테크 데모데이 개최를 위해 영국 런던으로 출국,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156473&amp;&amp;pp=10&amp;pg=4")
2016-07-21,기획재정부,‘16.7월 국제통화기금(IMF) 세계경제전망 수정,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156465&amp;&amp;pp=10&amp;pg=2")
2016-07-21,농림축산식품부,“비료품질관리정보시스템” 구축,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156481&amp;&amp;pp=10&amp;pg=3")
2016-07-21,농림축산식품부,친환경 과수 재배기술 새로운 길 열려,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156484&amp;&amp;pp=10&amp;pg=3")
2016-07-21,농림축산식품부,이동필 장관 농식품 수출분야 오피니언 리더 조찬 간담회 개최,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156482&amp;&amp;pp=10&amp;pg=4")
2016-07-21,농림축산식품부,농식품부 급식업체와 협업으로 GAP 생산과 유통을 동시에 해결!,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156483&amp;&amp;pp=10&amp;pg=4")
2016-07-21,농림축산식품부,이마트와 상생협력을 통해 국내 개발 신품종 재배 농가 확대 기대,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156485&amp;&amp;pp=10&amp;pg=5")
2016-07-21,농식품공무원교육원,농식품공무원교육원 농식품 유관기관 농정 협업과 소통의 파트너로 육성한다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156503&amp;&amp;pp=10&amp;pg=6")
2016-07-21,미래창조과학부,서울창조경제혁신센터 민간창업생태계와 협업 통해 창업ㆍ혁신 주도,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156480&amp;&amp;pp=10&amp;pg=3")
2016-07-21,방송통신위원회,2015년도 방송사업자 시청점유율 산정 결과 발표,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156492&amp;&amp;pp=10&amp;pg=5")
